ID,temp_c,wind_kph,gust_kph,pressure_mb,precip_mm,humidity,cloud,dewpoint_c,traffic_level,traffic_speed,aqi,pm10,pm25,so2,no2,co
2024-11-21T21:29:27.607Z,null,19.4,30.1,1005,null,81,39,-2.8,0.799797263051191,11.979721166032952,5,2,5,null,null,null
2024-11-22T18:55:19.427Z,2.9,16.9,27.5,1000,2.82,99,100,2.7,0.9204257475924987,10.409691629955947,5,2,5,null,null,null
2024-11-22T20:05:24.734Z,2.8,7.6,13.3,999,3.02,100,100,2.8,0.910795742524075,10.519755147468002,5,2,5,null,null,null
